time,3336A,3336B,3336C,3336D,3346A,3346B,3346C,3346D,3354A,3354B,3354C,3354D,3356A,3356B,3356C,3356D
17-Oct-18 3:00:00 PM EDT,16.74,65.86,40.25,35.98,7.64,4.06,19.14,5.19,25.16,42.5,29.77,62.98,12.06,42.45,46.19,35.43
17-Oct-18 3:30:00 PM EDT,16.08,66.83,29.85,36.34,7.54,4.11,1.28,5.41,25.16,42.45,29.72,45.67,11.85,37.23,39.49,2.27
17-Oct-18 4:00:00 PM EDT,16.8,67.15,29.85,36.14,7.59,4.06,1.28,5.35,25.16,42.45,29.05,37.18,12.06,36.6,39.49,2.33
17-Oct-18 4:30:00 PM EDT,16.02,67.15,38.98,37.18,7.54,4.11,26.82,61.03,25.16,42.5,29.72,37.18,12.22,37.18,39.49,2.33
17-Oct-18 5:00:00 PM EDT,16.41,66.83,36.8,48.41,7.59,4.11,0.72,4.55,25.16,42.5,28.9,48.93,12.22,36.7,39.49,2.22
17-Oct-18 5:30:00 PM EDT,16.74,68.49,44.29,48.67,7.59,3.9,0.72,1.28,25.16,42.5,28.95,48.93,11.95,37.02,21.24,2.33
17-Oct-18 6:00:00 PM EDT,16.74,67.53,44.29,48.67,7.59,4.11,0.67,1.45,25.16,42.5,28.69,48.93,11.63,36.86,21.3,2.33
17-Oct-18 6:30:00 PM EDT,16.24,11.45,55.92,48.41,7.59,4.06,0.72,1.45,25.16,29.1,29.77,29.52,12.17,36.91,9.87,2.33
17-Oct-18 7:00:00 PM EDT,16.46,11.51,54.06,47.62,7.49,4.01,0.67,1.45,25.16,29.1,29.67,29.52,11.74,37.34,9.82,2.33
17-Oct-18 7:30:00 PM EDT,16.74,11.72,48.06,47.73,7.59,3.9,0.67,1.45,25.27,29.1,29.77,29.52,11.58,37.34,9.87,2.27
17-Oct-18 8:00:00 PM EDT,16.24,11.99,48.06,48.09,7.44,4.06,0.67,1.34,25.22,29.1,29.67,29.52,11.69,37.18,9.82,2.22
17-Oct-18 8:30:00 PM EDT,16.74,11.99,29.37,20.57,7.54,4.01,0.67,1.23,25.27,29.1,29.51,29.52,12.17,37.02,9.82,2.33
17-Oct-18 9:00:00 PM EDT,16.08,11.94,29.37,21.57,7.54,3.9,0.67,1.39,25.27,29.1,29.67,29.58,11.85,36.49,9.76,2.27
17-Oct-18 9:30:00 PM EDT,16.8,11.51,29.37,21.36,7.54,4.06,0.51,1.45,25.27,29.1,29.57,29.63,12.06,37.39,9.87,2.22
17-Oct-18 10:00:00 PM EDT,16.74,11.99,29.37,20.99,7.59,3.9,0.56,1.39,25.27,29.1,29.57,29.63,12.17,36.65,9.82,2.33
17-Oct-18 10:30:00 PM EDT,16.52,11.99,29.37,20.73,7.54,4.06,0.67,1.45,25.27,29.1,29,29.58,11.9,37.23,9.76,2.27
17-Oct-18 11:00:00 PM EDT,16.74,12.04,29.37,20.89,7.49,4.06,0.67,1.28,25.27,29.1,29.82,29.58,11.85,36.54,9.71,2.33
17-Oct-18 11:30:00 PM EDT,16.41,11.94,29.37,20.84,7.38,4.06,0.61,1.45,25.27,29.1,29.05,29.63,12.28,37.18,9.82,2.33
18-Oct-18 12:00:00 AM EDT,16.41,11.67,29.37,21.78,7.54,4.06,0.67,1.39,25.27,29.1,28.74,29.63,11.63,37.23,9.82,2.22
18-Oct-18 12:30:00 AM EDT,16.52,11.72,29.37,21.57,7.59,4.06,0.61,1.45,25.27,29.1,29.51,29.63,11.69,36.97,9.82,2.33
18-Oct-18 1:00:00 AM EDT,16.41,11.94,29.37,21.62,7.54,4.11,0.72,1.39,25.27,29.1,29.77,29.63,12.17,37.02,9.6,2.17
18-Oct-18 1:30:00 AM EDT,16.63,12.04,29.37,21.31,7.44,4.06,0.67,1.28,25.16,29.1,28.9,29.63,12.22,37.23,9.76,2.27
18-Oct-18 2:00:00 AM EDT,16.13,11.61,29.37,21.51,7.38,4.01,0.51,1.34,25.16,29.1,29.72,29.58,11.74,37.07,9.6,2.27
